Unnamed: 0,Home_Team,Away_team,Home_score,Away_score,Season,Result
37134,A.S. Gien Football,RC Vichy,2,1,1966-1967,win
41114,FC Nantes,Olympique de Marseille,1,1,2016-2017,draw
72909,FC Nantes r?erve,Stade lavallois MFC r?erve,1,0,1985-1986,win
119653,AS Monaco FC r?erve,RC Vichy,2,1,1962-1963,win
96718,Stade Poitevin FC,La Roche VF,1,0,1979-1980,win
111416,Getafe,Lugo,1,0,2016-17,win
77410,AS Corbeil-Essonnes,USM Senlis,1,0,1981-1982,win
65390,ES Juvisy,AS Beauvais Oise,1,0,1974-1975,win
70613,Chamois niortais FC,Stade Poitevin FC,1,1,1975-1976,draw
87345,Bayer Leverkusen,VfB Stuttgart,2,1,2020,win
29132,US Cr?eil-Lusitanos,US Boulogne CO,1,1,2016-2017,draw
87559,LB Ch?eauroux,Toulouse FC,1,1,1999-2000,draw
40710,'Atletico de Madrid','Las Palmas',1,0,1979-80,win
15013,Chamois niortais FC,EA Guingamp,1,1,2020-2021,draw
92088,Angoul?e Charente FC,Olympique Thonon Chablais,1,1,1983-1984,draw
61732,'Recreativo de Huelva',Salamanca,1,0,2001-02,win
10323,ESTAC Troyes,FC Metz,1,1,1962-1963,draw
95085,Olympique Lyonnais,Paris Saint-Germain,1,1,2014-2015,draw
12699,EFC Fr?us Saint-Rapha?,Besan?n RC,1,1,2011-2012,draw
52841,UCK Vannes,Stade rennais FC r?erve,1,1,1985-1986,draw
30473,FC Istres,Dijon FCO,1,0,1994-1995,win
84223,Bayer Leverkusen,Wolfsburg,2,0,2023/2024,win
48620,Ourense,Osasuna,1,0,1996-97,win
108216,Sevilla,'Rayo Vallecano',1,0,2014-15,win
109872,Sarreguemines FC,CS Meaux Academy,1,0,1988-1989,win
89031,'Atletico de Madrid','Rayo Vallecano',2,0,1992-93,win
16886,AS Beauvais Oise,US Pays de Saint-Omer,1,0,1975-1976,win
74737,AC Ajaccio,FC Istres,1,1,2001-2002,draw
101661,Red Star FC,FC Villefranche Beaujolais,1,0,2022-2023,win
26396,'Malaga B','Poli Ejido',0,0,2004-05,draw
62311,La Roche VF r?erve,ESA Brive,1,0,1991-1992,win
49221,AS Nancy-Lorraine,SO Cholet,1,1,2022-2023,draw
89270,Espanol,'CD Malaga',1,0,1983-84,win
34712,SC Toulon,CS Sedan,1,1,1959-1960,draw
26203,Limoges Football,Le Havre AC,1,0,1981-1982,win
113606,Olympique de Marseille,AS Saint-Etienne,1,1,1979-1980,draw
57441,Stade lavallois MFC,FC S?e 34,1,0,2006-2007,win
3802,FC Gueugnon,Montlu?n Football,1,1,1975-1976,draw
7660,AS Monaco FC,RC Strasbourg Alsace,1,0,2000-2001,win
1716,USL Dunkerque,SC Hazebrouck,1,1,1975-1976,draw
69738,Espanol,Burgos,2,0,1977-78,win
24193,FC Sochaux-Montb?iard,OGC Nice,1,0,2011-2012,win
100423,Stade lavallois MFC,SC Hazebrouck,1,0,1974-1975,win
120937,SAS Epinal,ASM Belfort,1,0,2015-2016,win
11542,US Boulogne CO,US Noeux-les-Mines,1,0,1976-1977,win
85024,US Le Mans,CA Paris-Charenton,1,0,1950-1951,win
74650,Pontevedra,Oviedo,1,0,1971-72,win
3014,Racing Besan?n,FC Nantes,5,1,1954-1955,win
120456,Figueres,'CD Malaga',1,0,1991-92,win
43392,FC Augsburg,1. FC Nürnberg,1,1,2012,draw
27216,AS Nancy-Lorraine,CO Ch?ons,2,0,1978-1979,win
105886,Alaves,Murcia,1,0,1978-79,win
113409,US Boulogne CO,AS Aix-en-Provence,1,0,1960-1961,win
45091,N?es Olympique,AS Beauvais Oise,1,0,2011-2012,win
90302,'Barcelona Atletic','Palencia CF',1,1,1982-83,draw
75592,ASCA Wittelsheim,Chaumont FC,1,1,1962-1963,draw
22704,US Raon-l'Etape,SO Romorantin,0,0,2005-2006,draw
108617,La Marsa,FC Blid?n,1,1,1960-1961,draw
25174,FC Metz,AC Ajaccio,1,0,1968-1969,win
36651,EA Guingamp,Stade de Reims,1,1,2013-2014,draw
84309,Betis,'Rayo Vallecano',1,0,1979-80,win
71198,Grenoble Foot 38,Toulouse FC,1,1,1981-1982,draw
24714,'Real Burgos',Sestao,1,1,1987-88,draw
71046,Stade de Reims r?erve,Olympique Saint-Quentin,1,0,1975-1976,win
88462,US Maubeuge,Le Touquet AC,1,0,1984-1985,win
11401,Stade montois,FC S?e 34,1,0,1989-1990,win
105495,Stade de Reims,N?es Olympique,1,0,1978-1979,win
80601, ESTAC Troyes,FC Istres,1,1,2003-2004,draw
95950,LOSC Lille r?erve,Paris Saint-Germain r?erve,1,1,1988-1989,draw
106755,'Ciudad de Murcia',Eibar,1,0,2005-06,win
111026,Racing Club de France,OGC Nice,1,0,1989-1990,win
52760,Reus,Mallorca,1,1,2016-17,draw
14855,Deportivo,Espanol,1,0,2009-10,win
25324,Hercules,Tenerife,1,1,2006-07,draw
108119,'Gimnastic de Tarragona',Cordoba,1,1,2008-09,draw
115664,ESTAC Troyes,Angers SCO,1,1,1953-1954,draw
85614,Racing Besan?n,ES La Rochelle,1,1,1973-1974,draw
96431,Swansea City,Sunderland,1,1,2015/2016,draw
2643,US Forbach,AS Dampierre,1,0,1978-1979,win
52602,RC Strasbourg Alsace r?erve,Racing Club de France,1,0,1990-1991,win
4620,Getafe,Zaragoza,1,0,2004-05,win
90283,AS Nancy-Lorraine,Pau FC,1,1,2020-2021,draw
118010,SO Merlebach,Chaumont FC,1,1,1970-1971,draw
101470,CS Sedan,Chamois niortais FC,1,0,1993-1994,win
46855,Le Mans FC,FC Bourges,1,0,1992-1993,win
116972,Racing Club de France,Stade brestois 29,1,0,2000-2001,win
98125,FC Nantes,RC Strasbourg Alsace,1,0,1988-1989,win
41502,Angers SCO,SC Toulon,1,0,2005-2006,win
35211,Montpellier HSC,EA Guingamp,1,1,2015-2016,draw
56929,'Celta de Vigo','Palencia CF',1,0,1979-80,win
91657,Toulouse FC,Olympique de Marseille,1,1,2007-2008,draw
77916,Borussia Mönchengladbach,1. FC Nürnberg,2,1,2009,win
1184,Chaumont FC,FC Sochaux-Montb?iard r?erve,2,1,1961-1962,win
35800,Sporting Club de Bastia,AS Troyes Sainte-Savine,2,0,1977-1978,win
7716,RCF Paris-Neuilly,OGC Nice,1,1,1969-1970,draw
113093,Cadiz,'Celta de Vigo',1,1,1992-93,draw
8833,Montpellier HSC,FC Metz,1,1,1952-1953,draw
1416,EFC Fr?us Saint-Rapha?,US Boulogne CO,1,1,2015-2016,draw
117583,Valenciennes FC,Amiens SC,1,0,2016-2017,win
69419,'Rayo Vallecano',Alaves,1,0,1976-77,win
30553,FC Sochaux-Montb?iard,RC Lens,1,1,2005-2006,draw
86537,Olympique de Charleville NA,FC Sochaux-Montb?iard,1,0,1995-1996,win
7879,Barcelona,Zaragoza,2,0,1983-84,win
74696,N?es Olympique,AS Beauvais Oise,1,0,2001-2002,win
118977,'Recreativo de Huelva',Zaragoza,1,1,2014-15,draw
81596,Paris Saint-Germain,Sporting Club de Bastia,2,0,1999-2000,win
80565,Dijon FCO,AS Nancy-Lorraine,1,1,1992-1993,draw
94475,AC Ajaccio,FC Metz,1,0,2008-2009,win
32375,Hercules,Malaga,1,1,2007-08,draw
107692,Le Havre AC,FC Rouen 1899 r?erve,1,0,1978-1979,win
73211,Tenerife,Cadiz,1,1,2007-08,draw
5263,Stade rennais FC,EA Guingamp,1,0,1977-1978,win
42033,VfB Stuttgart,FC Köln,1,1,2015/2016,draw
53313,Besan?n RC,Valenciennes FC,1,1,2000-2001,draw
79255,Valencia,'Real Madrid',1,1,1989-90,draw
8065,Olympique Lyonnais,AS Monaco FC,1,0,2005-2006,win
17711,Louhans-Cuiseaux FC,Athl?ic Club arl?ien,1,0,2008-2009,win
87411,AS Nancy-Lorraine,RC Strasbourg Alsace r?erve,1,0,1986-1987,win
28587,Xerez,Albacete,1,0,2002-03,win
22199,FC Mulhouse r?erve,CS Sedan,1,0,1990-1991,win
1546,Arminia Bielefeld,VfB Stuttgart,1,0,2005,win
17689,SC Toulon,Montpellier HSC,1,1,1963-1964,draw
20860,'Barcelona Atletic',Cadiz,1,1,2017-18,draw
90364,Stade fran?is,CO Roubaix-Tourcoing,1,1,1952-1953,draw
31068,Toulouse FC 1937,Stade rennais FC,0,1,1950-1951,lose
62685,Stade rennais FC,Valenciennes FC,1,0,1982-1983,win
87431,AS Saint-Etienne,ASM Omnisports,1,0,1983-1984,win
91346,ES Viry-Ch?illon,SC Abbeville,1,1,1982-1983,draw
79540,Barcelona,Athletic Club,1,0,2005/2006,win
11630,Angoul?e Charente FC,Paris FC,1,0,1997-1998,win
7201,UJA Alfortville,Stade Plabenn?ois,1,1,2010-2011,draw
17069,Le Mans FC,Toulouse FC,1,0,2008-2009,win
103667,RC Strasbourg Alsace r?erve,AS Talange,2,0,1980-1981,win
45381,N?es Olympique,Stade de Reims,1,1,1976-1977,draw
42647,AC Avignonnais,Olympique Lyonnais,1,0,1975-1976,win
60135,US Le Mans,Club athl?ique de Montreuil 93,1,1,1965-1966,draw
70123,Stade Malherbe Caen,FC Sochaux-Montb?iard,1,0,1988-1989,win
34684,Fiorentina,Bologna,1,1,2015/2016,draw
74859,US Boulogne CO,Athl?ic Club arl?ien,1,1,2011-2012,draw
62911,'Recreativo de Huelva','Las Palmas',1,0,2013-14,win
42946,Pontevedra,Santander,1,0,1972-73,win
89573,Paris Saint-Germain r?erve,AS Poissy,1,1,1979-1980,draw
50681,AS Nancy-Lorraine,Sporting Club de Bastia,1,0,1980-1981,win
80420,AC cambr?ien,Stade Malherbe Caen,1,0,1972-1973,win
99006,Entente SSG,US Raon-l'Etape,1,0,2003-2004,win
20857,US Boulogne CO,Montpellier HSC,1,1,2009-2010,draw
12295,AS Aix-en-Provence,FC S?e 34,1,1,1954-1955,draw
56587,Racing Besan?n,AS Troyes Sainte-Savine,1,0,1978-1979,win
24266,Stade rennais FC,Stade brestois 29,1,0,1983-1984,win
107139,Racing Besan?n,Red Star FC,2,1,1961-1962,win
102163,CS Meaux Academy,ASPTT Metz,1,0,1985-1986,win
54103,RC Lens,Chaumont FC,1,0,1970-1971,win
20454,Stade brestois 29,Clermont Foot 63,1,1,2009-2010,draw
39780,Stade Malherbe Caen,FC Girondins de Bordeaux,1,1,2016-2017,draw
85970,FC Lorient,US Boulogne CO,1,0,1974-1975,win
67175,FC Libourne,Thonon Evian Grand Gen?e FC,1,0,2005-2006,win
108067,ES Viry-Ch?illon,FC Gueugnon r?erve,0,0,1987-1988,draw
86399,Villarreal,Barcelona,1,1,2016/2017,draw
63416,P?igueux Foot,Chamois niortais FC,1,1,1973-1974,draw
46589,Stade rennais FC r?erve,UST Equeudreville,2,0,1965-1966,win
99947,Napoli,VfB Stuttgart,1,1,1988/1989,draw
56075,FC Nantes,Stade de Reims,2,0,1978-1979,win
98480,Terrassa,Elche,1,0,2003-04,win
81579,Excelsior AC,AS Aulnoye,1,0,1971-1972,win
62473,FC Sochaux-Montb?iard,FC Rouen 1899,1,0,1964-1965,win
96110,AS Monaco FC,FC Sochaux-Montb?iard,1,0,1991-1992,win
47532,AS Monaco FC,AS Nancy-Lorraine,1,0,1983-1984,win
105178,SC Toulon,FC Rouen 1899,1,0,1984-1985,win
69606,OGC Nice,Paris Saint-Germain,1,0,2008-2009,win
33721,'Atletico Marbella',Leganes,1,1,1995-96,draw
75908,ES La Rochelle,Stade brestois 29,1,1,1973-1974,draw
49735,Espanol,'Celta de Vigo',1,0,2001-02,win
71680,ESTAC Troyes,FC Rouen 1899,1,1,1956-1957,draw
9861,USM Malakoff Omnisports,ES Juvisy,1,1,1971-1972,draw
72629,Oviedo,Zaragoza,1,1,2015-16,draw
110164,'Ciudad de Murcia','Malaga B',1,1,2005-06,draw
118006,FC Metz,Valenciennes FC,1,0,1967-1968,win
28075,Athl?ic Club arl?ien,Association sportive Cannes,1,0,1976-1977,win
1307,Olympique d'Al? en C?ennes,AS B?iers,1,0,1979-1980,win
10511,Stade rennais FC,FC Girondins de Bordeaux,1,1,1968-1969,draw
35958,Stade rennais FC,Olympique de Marseille,2,1,2021-2022,win
93119,Toulouse FC,AS Monaco FC,1,1,1982-1983,draw
54324,Tours FC,AS Monaco FC,1,1,1982-1983,draw
103341,Girona,'Celta de Vigo',1,1,2008-09,draw
82928,Barcelona,Real Madrid,3,1,2012/2013,win
73839,Sevilla,Murcia,1,0,2000-01,win
66589,Alaves,Santander,1,0,1998-99,win
104909,AS Beauvais Oise,Clermont Foot 63,1,1,2002-2003,draw
15576,SA Thiers,FC Villefranche Beaujolais,1,0,1970-1971,win
113375,FC Lorient,FC Bourges,1,1,1970-1971,draw
111444,TSG 1899 Hoffenheim,VfL Wolfsburg,1,1,2021,draw
99717,Pau FC,Chamois niortais FC,1,1,1961-1962,draw
37774,RC Ancenis-Saint-G??n,Angers SCO,1,1,1992-1993,draw
78813,1. FC Köln,Borussia Mönchengladbach,1,1,2011,draw
116565,US Orl?ns,N?es Olympique,1,0,2016-2017,win
95059,'Ciudad de Murcia',Cadiz,1,1,2003-04,draw
109630,FC S?e 34,SO Ch?ellerault,1,0,2006-2007,win
104820,FC Sochaux-Montb?iard,Stade brestois 29,1,1,2010-2011,draw
27787,Oviedo,'Atletico de Bilbao',1,0,1990-91,win
51302,FC Schalke 04,FC Augsburg,1,1,2020,draw
75356,Salamanca,Elche,1,1,2007-08,draw
83622,SO Romorantin,N?es Olympique,1,1,2002-2003,draw
87389,'Atletico de Madrid',Lleida,1,0,1993-94,win
4920,FC Melun,FC Gueugnon r?erve,1,0,1976-1977,win
86231,SO Romorantin,Pau FC,1,1,2005-2006,draw
86991,Cordoba,Oviedo,1,0,1981-82,win
16589,Olympique d'Al? en C?ennes,GFC Ajaccio,1,0,1990-1991,win
92450,Logrones,Murcia,1,1,1987-88,draw
95454,Valladolid,'Poli Ejido',1,0,2006-07,win
21958,Valenciennes FC,CS Sedan,1,1,2006-2007,draw
54888,AFC Compi?ne,SC Hazebrouck,1,0,1986-1987,win
106458,FC Girondins de Bordeaux,Stade rennais FC,1,0,1972-1973,win
50359,Sevilla,'Atletico de Madrid',1,1,2005-06,draw
99581,AS Monaco FC,Toulouse FC,1,0,1984-1985,win
16965,SO Cholet,ESA Brive,1,0,1988-1989,win
97759,1. FC Köln,VfB Stuttgart,1,1,2011,draw
110611,SC Hazebrouck,AS Beauvais Oise,0,0,1977-1978,draw
106912,Deportivo,Sevilla,1,1,1995-96,draw
83856,Angers SCO,Stade rennais FC,1,1,1971-1972,draw
104,SO Mazamet,Jeunesse Villenavaise,1,1,1970-1971,draw
34086,CS Sedan,US Boulogne CO,1,1,2007-2008,draw
103177,Le Havre AC r?erve,US Maubeuge,1,0,1986-1987,win
71446,Montlu?n Football,FC Villefranche Beaujolais,1,1,1968-1969,draw
50884,Paris Saint-Germain,RC Lens,2,0,1985-1986,win
37813,Stade brestois 29,Sporting Club de Bastia,1,1,2005-2006,draw
44680,SO Romorantin,Entente SSG,1,1,2003-2004,draw
75467,Racing Besan?n,Olympique de Marseille,1,1,1980-1981,draw
42117,Tenerife,Deportivo,1,0,2001-02,win
95614,Valenciennes FC,Racing Club de France,1,1,1985-1986,draw
72654,Mirandes,Valladolid,1,0,2016-17,win
75369,Cadiz,Murcia,1,0,1972-73,win
13451,'Racing de Ferrol',Jaen,1,1,2000-01,draw
108781,RC Strasbourg Alsace,Olympique de Marseille,1,1,2020-2021,draw
6109,Aviron bayonnais FC,Angers SCO,1,1,2005-2006,draw
52387,Paris FC r?erve,INF Vichy,1,0,1979-1980,win
72278,'Racing de Ferrol',Villarreal,0,0,1970-71,draw
71364,1. FC Köln,Hannover 96,1,0,2014,win
49852,FC Augsburg,Eintracht Braunschweig,1,0,2013,win
4832,Le Havre AC,AS Saint-Etienne,1,0,2003-2004,win
64954,Racing Club de France,US Orl?ns,1,0,1985-1986,win
34231,LOSC Lille,AS Troyes Sainte-Savine,2,0,1976-1977,win
36646,SR Colmar,AS Giraumont,2,1,1960-1961,win
102142,Gallia-Sports d'Alger,CAL Oran,1,1,1961-1962,draw
35696,LOSC Lille,Stade de Reims,1,0,2012-2013,win
3566,Angers SCO,USL Dunkerque,1,1,1985-1986,draw
88594,Salamanca,Oviedo,1,1,2002-03,draw
39690, ESTAC Troyes,FC Metz,1,0,2018-2019,win
103868,Calais RUFC,Stade h?inois,1,0,1980-1981,win
16043,FC Libourne,Racing Besan?n,1,0,1983-1984,win
91351,FC Lorient,AS Monaco FC,1,1,2009-2010,draw
71318,Valencia,Espanol,1,0,2000-01,win
31511,Eintracht Frankfurt,FC Schalke 04,0,0,2017,draw
3662,Levante,Elche,1,0,2013-14,win
119967,MSV Duisburg,Hertha BSC,1,1,2005,draw
119172,Murcia,Levante,1,0,2002-03,win
64340,Hertha BSC,FC Bayern München,1,2,2022,lose
77825,'Sevilla Atletico',Numancia,1,0,2016-17,win
117854,Red Star FC,Association sportive Cannes,1,0,1985-1986,win
42912,Olympique de Marseille,Paris FC,1,0,1981-1982,win
88539,RC Strasbourg Alsace,Racing Besan?n,2,1,1952-1953,win
71997,Hamburger SV,Hertha BSC,1,1,2008,draw
16479,Toulouse FC 1937,FC S?e 34,1,1,1950-1951,draw
88267,RCP Fontainebleau,AS Brestoise,1,1,1962-1963,draw
14386,Evreux Athletic Club,CS Sedan,1,0,1971-1972,win
51362,USL Dunkerque,Chaumont FC,1,0,1976-1977,win
37961,Chamois niortais FC,AJ Auxerre,1,1,2018-2019,draw
34224,Amiens SC,USM Romilly,2,0,1980-1981,win
85512,Valenciennes FC,Dijon FCO,1,0,2000-2001,win
38229,Bayer Leverkusen,FC Köln,2,0,2023/2024,win
67048,ES Port-Saint-Louis,FC Gueugnon,1,1,1961-1962,draw
102003,FC Metz,RC Strasbourg Alsace,1,0,1999-2000,win
118886,AC Ajaccio,Clermont Foot 63,1,0,2019-2020,win
67097,FC Istres,Thonon Evian Grand Gen?e FC,1,1,2008-2009,draw
15826,Olympique Lyonnais,AS Saint-Etienne,1,0,2010-2011,win
85634,'Celta de Vigo',Zaragoza,1,0,1972-73,win
64268,Olympique de Valence,FC Istres,1,1,2000-2001,draw
71273,Barcelona,Numancia,2,1,1999-00,win
6501,GFC Ajaccio,AS Monaco FC,1,1,1976-1977,draw
118342,Murcia,Almeria,1,1,2011-12,draw
28578,Betis,'Racing de Ferrol',1,0,1970-71,win
53256,US Forbach,FC Nantes,0,1,1960-1961,lose
108526,Amiens SC,FC Versailles,1,0,1987-1988,win
91723,Olympique d'Al? en C?ennes,AS B?iers,1,0,1972-1973,win
107447,Betis,Santander,1,0,2008-09,win
2536,Stade brestois 29,AS Nancy-Lorraine,1,0,1988-1989,win
83172,Leganes,'Mallorca B',1,1,1998-99,draw
60322,OGC Nice,Olympique d'Al? en C?ennes,2,0,1983-1984,win
40898,'Real Madrid',Murcia,2,0,1986-87,win
100928,Valencia,Barcelona,1,1,1991-92,draw
16595,CS Sedan,FC Girondins de Bordeaux,1,1,1972-1973,draw
60288,OGC Nice r?erve,CA Saint-Jean-de-Maurienne,1,0,1971-1972,win
28481,Logrones,Valladolid,1,0,1990-91,win
59934,FC Nantes,FC Libourne,1,0,2007-2008,win
72335,FC Metz,AS Saint-Etienne,1,0,1987-1988,win
58473,Betis,Valladolid,1,0,1997-98,win
2953,Tours FC,Thonon Evian Grand Gen?e FC,1,0,2005-2006,win
80744,Hercules,Murcia,1,1,2013-14,draw
32130,Sestao,Tenerife,1,1,1987-88,draw
11775,CS Sedan,Olympique d'Al? en C?ennes,1,0,1994-1995,win
28099,SC Toulon,Paris Saint-Germain,0,1,1986-1987,lose
77593,Angers SCO,USL Dunkerque,1,0,1987-1988,win
21355,FC Rouen 1899,AS Aix-en-Provence,2,0,1958-1959,win
119864,FC Cournon,AS Saint-Etienne,1,1,1979-1980,draw
88039,FC Bourges,Le Mans FC,1,0,1991-1992,win
17797,LB Ch?eauroux,AC Amboise,4,0,1964-1965,win
110149,Montpellier HSC,AS Monaco FC,1,1,1991-1992,draw
39110,N?es Olympique r?erve,SO Mazamet,1,0,1976-1977,win
69262,AS Monaco FC,SC Toulon,1,0,1989-1990,win
68428,FC Chambly Oise,Stade lavallois MFC,1,0,2018-2019,win
86337,RC Ancenis-Saint-G??n,Stade rennais FC,1,1,1992-1993,draw
86052,Murcia,'Linares CF',1,0,1982-83,win
30484,Le Mans FC,Stade rennais FC r?erve,1,1,1986-1987,draw
53442,Red Star FC,FC Nantes,0,1,1965-1966,lose
77024,Grenoble Foot 38,AS Saint-Etienne,1,1,1984-1985,draw
120378,Zaragoza,'Sporting de Gijon',1,0,1972-73,win
61287,Santander,'Real Sociedad',1,0,1978-79,win
100680,Stade rennais FC r?erve,US Montagnarde,2,0,1982-1983,win
44041,FC Gueugnon,FC Martigues,1,0,1981-1982,win
83224,EFC Fr?us Saint-Rapha?,SR Colmar,1,0,2010-2011,win
20440,UES Montmorillon,Limoges Football,1,0,1975-1976,win
100302,Stade montois,Toulouse FC r?erve,1,1,1984-1985,draw
91762,Stade fran?is,Racing Besan?n,1,1,1956-1957,draw
27201,Stade rennais FC,Olympique Lyonnais,1,1,2012-2013,draw
112898,US Cr?eil-Lusitanos,Rodez Aveyron Football,1,0,1992-1993,win
113795,Evry FC,FC Martigues,0,1,1999-2000,lose
34811,RC Lens,Montpellier HSC,1,0,1981-1982,win
27330,'Real Madrid','CD Malaga',1,0,1974-75,win
66799,Olympique de Marseille,Montpellier HSC,1,0,1997-1998,win
92278,La Roche VF,FC Gueugnon,1,0,1992-1993,win
25258,Stade Poitevin FC,Olympique Noisy-le-Sec,1,1,1994-1995,draw
56586,Valenciennes FC,CS Sedan,1,0,1983-1984,win
100475,ESA Brive,Pau FC,1,0,1993-1994,win
58040,AS Poissy,AFC Creil,1,0,1980-1981,win
96006,Oviedo,Logrones,1,0,1971-72,win
53923,Olympique d'Al? en C?ennes,FC Istres,1,0,1993-1994,win
68510,RC Lens,FC Nantes,1,1,1981-1982,draw
57348,Stade brestois 29,Quimper Kerfeunteun FC,1,0,1974-1975,win
48181,FC Augsburg,RB Leipzig,0,1,2019,lose
6773,Paris Saint-Germain,Olympique de Marseille,2,1,2020-2021,win
56440,Eibar,Levante,1,0,1997-98,win
82375,FC Lorient,AAJ blois football,1,0,1970-1971,win
120939,Werder Bremen,VfB Stuttgart,1,1,2006,draw
34879,Logrones,Mallorca,1,0,1990-91,win
96050,AJ Auxerre,Acad?ie Moulins,2,1,1972-1973,win
19289,FC Bourges,FC Gueugnon,1,0,1976-1977,win
98701,'Recreativo de Huelva',Sevilla,1,1,2002-03,draw
81815,LB Ch?eauroux,Clermont Foot 63,1,1,2013-2014,draw
41177,Quimper Kerfeunteun FC,US Noeux-les-Mines,1,0,1979-1980,win
100678,'Sporting de Gijon',Merida,1,0,1998-99,win
97928,Grenoble Foot 38,FC Libourne,1,0,1983-1984,win
91545,La Roche VF,Tours FC,1,0,1991-1992,win
101235,'Linares CF',Algeciras,1,0,1983-84,win
23129,AS Saint-Etienne,FC Sochaux-Montb?iard,1,0,2012-2013,win
29626,Pierrots Vauban,SO Merlebach,2,0,1983-1984,win
4433,Barcelona,'Real Sociedad',1,0,1992-93,win
110992,FC Bayern München,FC Ingolstadt 04,1,0,2016,win
111483,US Le Mans,Stade lavallois MFC,1,1,1966-1967,draw
99223,Paris Saint-Germain r?erve,US Le Mans,1,0,1976-1977,win
40215,'Rayo Vallecano',Barcelona,1,2,2011-12,lose
56266,Stade rennais FC,Toulouse FC,1,0,2019-2020,win
3525,Hercules,Lugo,1,0,2013-14,win
78700,Stade Riomois,CO Avallon,1,1,1966-1967,draw
118389,'Barcelona Atletic',Merida,1,1,1993-94,draw
29131,CA Digne,Montpellier HSC r?erve,1,1,1981-1982,draw
3909,Hy?es 83 FC,Olympique Lyonnais r?erve,1,0,1987-1988,win
5048,LOSC Lille,AS B?iers,1,0,1963-1964,win
83568,CA Paris-Charenton,AS Aix-en-Provence,1,1,1955-1956,draw
105787,Toulouse FC,FC Martigues,1,0,1976-1977,win
104289,Deportivo,'Atletico de Bilbao',1,0,2001-02,win
78490,Le Havre AC,FC Martigues,1,0,1995-1996,win
25939,Jeunesse Villenavaise,Rodez Aveyron Football,0,0,1989-1990,draw
97610,AC cambr?ien,AFC Creil,1,0,1969-1970,win
118836,Grenoble Foot 38,FC Villefranche Beaujolais,1,1,1971-1972,draw
87255,AC Ajaccio,US Cr?eil-Lusitanos,1,0,1999-2000,win
115677,FC Metz r?erve,Pierrots Vauban,0,1,1965-1966,lose
53192,La Combelle CAB,FC Gueugnon,1,1,1963-1964,draw
66005,'Celta de Vigo',Deportivo,1,1,2011-12,draw
102505,Le Mans FC,FC Nantes,1,1,2010-2011,draw
44932,Girona,Albacete,1,0,2015-16,win
56031,US Albi,AS Saint-Priest,1,1,1978-1979,draw
24581,Logrones,Lorca,1,0,1984-85,win
64410,Grenoble Foot 38,AS Nancy-Lorraine,1,1,2001-2002,draw
68384,US Cr?eil-Lusitanos,Olympique de Valence,1,0,1999-2000,win
71868,SC Draguignan,Olympique Lyonnais r?erve,1,1,1963-1964,draw
63930,FC Rouen 1899,Stade brestois 29,1,0,1988-1989,win
17437,'Sporting de Gijon',Granada,1,0,1976-77,win
770,FC Saint-M?ard-en-Jalles,Toulouse FC r?erve,0,1,1983-1984,lose
46335,FC Sochaux-Montb?iard,Olympique d'Al? en C?ennes,2,0,1960-1961,win
64891,ESTAC Troyes,Montpellier HSC,1,0,1950-1951,win
68671,FC Metz,Paris Saint-Germain,1,1,1984-1985,draw
22535,SO Ch?ellerault,SU Agen,2,0,1975-1976,win
27327,AC Avignonnais,FC S?e 34,1,0,1982-1983,win
935,FC Martigues,FC Gueugnon,1,0,1990-1991,win
34808,Mallorca,Betis,1,0,2005-06,win
115323,AS Troyes Sainte-Savine,Paris FC,1,0,1973-1974,win
4826,Le Havre AC,FC Rouen 1899,1,1,1955-1956,draw
108323,AS Mulhouse,AS Strasbourg,1,1,1968-1969,draw
70635,Olympique Saint-Quentin,Amiens SC,1,1,1968-1969,draw
29786,'Real Sociedad',Getafe,1,1,2015-16,draw
75418,FC Gueugnon,Grenoble Foot 38,1,0,1989-1990,win
102289,Deportivo,Zaragoza,1,1,2005-06,draw
23898,N?es Olympique,Stade lavallois MFC,1,0,2022-2023,win
74989,Montpellier,Lyon,0,1,2015/2016,lose
51200,Limoges Football,Stade Malherbe Caen,1,1,1970-1971,draw
67499,Borussia Dortmund,RB Leipzig,2,1,2022,win
75063,Stade fran?is,Grenoble Foot 38,3,1,1951-1952,win
24253,RC Strasbourg Alsace,UJA Alfortville,2,0,2010-2011,win
79774,Stade de Reims,FC Lorient,1,0,2004-2005,win
117183,'Rayo Vallecano',Elche,1,0,1997-98,win
100567,Etoile sportive fr?usienne,USJOA Valence,1,0,1991-1992,win
53075,Osasuna,Betis,1,0,2007-08,win
33740,Valenciennes FC,LB Ch?eauroux,1,0,2020-2021,win
90670,N?es Olympique,Rodez AF,1,0,1996-1997,win
66805,Salamanca,'Sevilla Atletico',2,0,2008-09,win
91356,'Las Palmas',Numancia,1,1,2013-14,draw
50115,Denmark,England,1,1,2024,draw
38822,AS B?iers,AS Nancy-Lorraine,1,1,1967-1968,draw
17583,'Real Madrid',Hercules,2,0,1980-81,win
19083,AS Saint-Etienne,RC Strasbourg Alsace,1,0,1981-1982,win
98607,'Atletico de Bilbao',Sabadell,1,0,1986-87,win
47333,SAS Epinal,RC Strasbourg Alsace r?erve,1,1,1979-1980,draw
99877,Racing Besan?n,AC Avignonnais,1,0,1978-1979,win
32708,Osasuna,Leganes,1,0,1998-99,win
81334,AJ Auxerre,FC Girondins de Bordeaux,1,0,1980-1981,win
34309,Palermo,Carpi,1,1,2015/2016,draw
